,ibu,style
12323,27.0,Saison / Farmhouse / Grisette
12324,31.0,Saison / Farmhouse / Grisette
12325,32.0,Flavored - Fruit
12326,21.0,Saison / Farmhouse / Grisette
12327,60.0,Witbier / Belgian White Ale
12328,34.0,Porter
12329,100.0,IIPA - Imperial / Double IPA
12330,100.0,IIPA - Imperial / Double IPA
12331,23.0,Saison / Farmhouse / Grisette
12332,68.0,IIPA - Imperial / Double IPA
12333,75.0,IPA
12334,16.0,Witbier / Belgian White Ale
12335,22.0,Flavored - Fruit
12336,20.0,Brown Ale
12337,25.0,Belgian Ale - Pale / Golden
12338,28.0,Stout
12339,80.0,Stout - Imperial
12340,22.0,Specialty Grain - Other
12341,28.0,Flavored - Pumpkin / Vegetables
12342,34.0,Porter
12343,30.0,Porter - Baltic
12344,19.0,Scotch Ale / Wee Heavy
12345,22.0,Helles / Dortmunder Export
12346,30.0,Pale Ale - American / APA
12347,16.0,Witbier / Belgian White Ale
12348,30.0,Red Ale / Intl Amber Ale
12349,56.0,Stout
12350,18.0,Wheat Ale
12351,25.0,Belgian Ale - Pale / Golden
12352,60.0,IPA
12353,35.0,Pale Ale - American / APA
12354,31.0,IPA
12355,64.0,Stout - Imperial
12356,13.0,Gose
12357,21.0,Specialty Grain - Other
12358,31.0,BarleyWine / WheatWine / RyeWine
12359,11.0,Flavored - Fruit
12360,33.0,Stout
12361,18.0,Stout - Oatmeal
12362,34.0,IPA - White
12363,100.0,IIPA - Imperial / Double IPA
12364,24.0,Brown Ale
12365,34.0,Bitter - Premium / Strong / ESB
12366,14.0,Cream Ale
12367,59.0,IIPA - Imperial / Double IPA
12368,14.0,Flavored - Fruit
12369,27.0,Strong Ale - American
12370,21.0,Scotch Ale / Wee Heavy
12371,90.0,IIPA - Imperial / Double IPA
12372,36.0,Stout - Imperial
12373,64.0,Brown Ale
12374,66.0,IPA
12375,36.0,Flavored - Other
12376,64.0,Stout - Imperial
12377,35.0,Sour - Flanders Red / Bruin
12378,100.0,IIPA - Imperial / Double IPA
12379,13.0,Flavored - Fruit
12380,13.0,Schwarzbier / Black Lager
12381,39.0,Stout - Imperial
12382,59.0,IPA - Hazy / NEIPA
12383,18.0,Flavored - Fruit
12384,21.0,Flavored - Fruit
12385,53.0,ISA - Session IPA
12386,52.0,IPA - Hazy / NEIPA
12387,97.0,IIPA - Imperial / Double IPA
12388,24.0,Quadrupel / Abt
12389,32.0,Stout
12390,12.0,Flavored - Fruit
12391,12.0,Witbier / Belgian White Ale
12392,24.0,Quadrupel / Abt
12393,37.0,Stout
12394,37.0,Stout - Imperial
12395,10.0,Gose
12396,10.0,Gose
12397,32.0,Stout - Milk / Sweet
12398,30.0,Stout
12399,100.0,IIPA - Imperial / Double IPA
12400,100.0,IIPA - Imperial / Double IPA
12401,62.0,Stout - Imperial
12402,10.0,Wheat Ale
12403,14.0,Flavored - Fruit
12404,8.0,IPA
12405,12.0,Gose
12406,14.0,Flavored - Other
12407,61.0,IPA
12408,24.0,Kölsch / Kölsch-Style
12409,34.0,Scottish Ale
12410,59.0,Flavored - Other
12411,22.0,Dubbel
12412,37.0,Pale Ale - American / APA
12413,34.0,Bitter - Premium / Strong / ESB
12414,70.0,IPA
12415,34.0,Saison / Farmhouse / Grisette
12416,13.0,Weissbier - Hefeweizen
12417,70.0,IPA - Black/Brown/Cascadian Dark
12418,65.0,IPA
12419,11.0,Flavored - Fruit
12420,34.0,Stout - Dry
12421,80.0,IPA
12422,14.0,Cream Ale
12423,21.0,Brown Ale
12424,24.0,Flavored - Fruit
12425,64.0,Pale Ale - American / APA
12426,21.0,Red Ale - Irish
12427,14.0,Blonde Ale / Golden Ale
12428,20.0,Red Ale / Intl Amber Ale
12429,15.0,Weissbier - Hefeweizen
12430,58.0,IPA
12431,30.0,Belgian Ale - Pale / Golden
12432,70.0,Pale Ale - American / APA
12433,31.0,Bitter - Premium / Strong / ESB
12434,33.0,Pilsener / Pils / Pilsner
12435,28.0,Stout - Imperial
12436,28.0,Stout
12437,60.0,Dubbel
12438,28.0,Stout - Imperial
12439,27.0,Belgian Ale - Pale / Golden
12440,80.0,IIPA - Imperial / Double IPA
12441,40.0,Pale Ale - American / APA
12442,71.0,Stout - Imperial
12443,12.0,Stout
12444,21.0,Belgian Ale - Pale / Golden
12445,55.0,IPA
12446,22.0,Porter - Baltic
12447,40.0,IPA - Brut
12448,75.0,IPA
12449,85.0,IPA
12450,99.0,IIPA - Imperial / Double IPA
12451,99.0,IIPA - Imperial / Double IPA
12452,40.0,Altbier / Sticke Alt
12453,50.0,Strong Ale - American
12454,31.0,Scottish Ale
12455,24.0,Blonde Ale / Golden Ale
12456,25.0,Flavored - Fruit
12457,50.0,Strong Ale - American
12458,27.0,Blonde Ale / Golden Ale
12459,66.0,Pale Ale - American / APA
12460,15.0,Cream Ale
12461,25.0,Quadrupel / Abt
12462,75.0,IPA
12463,25.0,Saison / Farmhouse / Grisette
12464,42.0,Porter
12465,50.0,Bitter - Premium / Strong / ESB
12466,23.0,Red Ale - Irish
12467,16.0,Saison / Farmhouse / Grisette
12468,75.0,IPA
12469,68.0,IPA
12470,65.0,IPA
12471,75.0,IPA
12472,85.0,IPA
12473,78.0,IPA - Black/Brown/Cascadian Dark
12474,43.0,IPA
12475,40.0,Saison / Farmhouse / Grisette
12476,65.0,Stout - Imperial
12477,15.0,Porter
12478,55.0,Pale Ale - American / APA
12479,31.0,Amber Lager - Intl / Vienna
12480,23.0,Saison / Farmhouse / Grisette
12481,20.0,Sour / Wild Beer
12482,20.0,Sour / Wild Beer
12483,25.0,Tripel
12484,25.0,Flavored - Other
12485,55.0,Specialty Grain - Other
12486,55.0,Pale Ale - American / APA
12487,70.0,ISA - Session IPA
12488,62.0,Stout - Imperial
12489,31.0,Scottish Ale
12490,50.0,Pale Ale - American / APA
12491,20.0,Belgian Ale - Pale / Golden
12492,25.0,Tripel
12493,15.0,Blonde Ale / Golden Ale
12494,15.0,Flavored - Fruit
12495,79.0,IPA
12496,67.0,IPA
12497,15.0,Stout - Dry
12498,50.0,Stout
12499,11.0,Weissbier - Hefeweizen
12500,45.0,Strong Ale - American
12501,40.0,Pale Ale - American / APA
12502,55.0,Pale Ale - American / APA
12503,64.0,Stout - Imperial
12504,80.0,IPA
12505,25.0,Pilsener / Pils / Pilsner
12506,22.0,Strong Ale - American
12507,31.0,Bock - Dunkler Bock
12508,35.0,Bock- Heller Bock / Maibock
12509,35.0,Amber Lager - Intl / Vienna
12510,35.0,Amber Lager - Intl / Vienna
12511,76.0,Pale Lager - India / Hoppy
12512,22.0,Helles / Dortmunder Export
12513,25.0,Dark Lager - Dunkel / Tmavý
12514,27.0,Dark Lager - Premium
12515,25.0,Amber Lager - Intl / Vienna
12516,65.0,Pale Lager - India / Hoppy
12517,55.0,Pale Lager - India / Hoppy
12518,38.0,Altbier / Sticke Alt
12519,90.0,Pale Lager - India / Hoppy
12520,26.0,Pilsener / Pils / Pilsner
12521,30.0,Red Ale / Intl Amber Ale
12522,14.0,IPA - Brut
12523,24.0,Saison / Farmhouse / Grisette
12524,17.0,Flavored - Fruit
12525,23.0,Stout - Milk / Sweet
12526,35.0,Porter
12527,24.0,Saison / Farmhouse / Grisette
12528,27.0,Witbier / Belgian White Ale
12529,25.0,Sour / Wild Beer
12530,80.0,IIPA - Imperial / Double IPA
12531,22.0,Red Ale / Intl Amber Ale
12532,42.0,Bitter - Ordinary / Best
12533,70.0,IPA - Black/Brown/Cascadian Dark
12534,80.0,BarleyWine / WheatWine / RyeWine
12535,45.0,Pale Ale - American / APA
12536,40.0,Porter
12537,43.0,Belgian Ale - Strong Pale
12538,65.0,IPA
12539,33.0,Stout - Imperial Flavored
12540,60.0,Stout - Milk / Sweet
12541,66.0,IPA
12542,37.0,Flavored - Other
12543,50.0,IPA - Black/Brown/Cascadian Dark
12544,25.0,IPA - Sour / Wild
12545,50.0,IPA - Hazy / NEIPA
12546,15.0,IPA - Sour / Wild
12547,20.0,Stout - Imperial
12548,21.0,Porter
12549,10.0,Sour / Wild Beer - Flavored
12550,15.0,Specialty Grain - Other
12551,15.0,IPA - Sour / Wild
12552,23.0,Saison/Farmhouse - Flavored
12553,11.0,Sour / Wild Beer - Flavored
12554,15.0,IPA - Sour / Wild
12555,10.0,Sour / Wild Beer - Flavored
12556,12.0,Sour / Wild Beer
12557,20.0,Sour / Wild Beer
12558,26.0,Stout - Imperial Flavored
12559,34.0,IPA
12560,10.0,Sour / Wild Beer
12561,28.0,Stout - Imperial Flavored
12562,49.0,Apple Cider
12563,31.0,Pale Ale - American / APA
12564,50.0,IPA - Black/Brown/Cascadian Dark
12565,14.0,Specialty Grain - Other
12566,9.0,Flavored - Fruit
12567,34.0,Specialty Grain - Other
12568,26.0,Strong Ale - American
12569,50.0,Pale Ale - American / APA
12570,80.0,Flavored - Fruit
12571,30.0,Blonde Ale / Golden Ale
12572,40.0,Altbier / Sticke Alt
12573,42.0,Specialty Grain - Other
12574,31.0,Porter
12575,46.0,Bitter - Premium / Strong / ESB
12576,40.0,Stout - Milk / Sweet
12577,53.0,IPA
12578,49.0,Pale Ale - American / APA
12579,15.0,Weissbier - Dunkelweizen
12580,79.0,IIPA - Imperial / Double IPA
12581,16.0,Flavored - Fruit
12582,5.0,Wheat Ale
12583,45.0,Strong Ale - English
12584,48.0,IPA
12585,24.0,Gose
12586,70.0,IPA
12587,55.0,IPA
12588,25.0,Porter
12589,19.0,Saison / Farmhouse / Grisette
12590,14.0,Radler / Shandy
12591,29.0,Weissbier - Dunkelweizen
12592,40.0,Belgian Ale - Pale / Golden
12593,100.0,IIPA - Imperial / Double IPA
12594,40.0,Unknown / Will Be Reclassified
12595,45.0,Bitter - Premium / Strong / ESB
12596,16.0,Cream Ale
12597,21.0,Kölsch / Kölsch-Style
12598,30.0,Flavored - Other
12599,62.0,IPA
12600,29.0,Saison / Farmhouse / Grisette
12601,28.0,Sour / Wild Beer
12602,31.0,Red Ale / Intl Amber Ale
12603,29.0,Quadrupel / Abt
12604,23.0,Sour / Wild Beer
12605,33.0,Wheat Ale
12606,39.0,Brown Ale
12607,29.0,Saison / Farmhouse / Grisette
12608,22.0,Belgian Ale - Strong Pale
12609,24.0,Brown Ale
12610,24.0,Porter
12611,69.0,IPA
12612,73.0,IPA
12613,47.0,Pale Ale - American / APA
12614,13.0,Weissbier - Hefeweizen
12615,16.0,Flavored - Fruit
12616,48.0,Pale Ale - American / APA
12617,15.0,Wheat Ale
12618,15.0,Flavored - Fruit
12619,20.0,Flavored - Fruit
12620,65.0,Stout - Flavored
12621,64.0,Porter
12622,23.0,Kölsch / Kölsch-Style
12623,16.0,Blonde Ale / Golden Ale
12624,17.0,Wheat Ale
12625,15.0,Stout - Imperial
12626,22.0,Amber Lager - Intl / Vienna
12627,25.0,Blonde Ale / Golden Ale
12628,23.0,Blonde Ale / Golden Ale
12629,20.0,Saison / Farmhouse / Grisette
12630,23.0,Stout
12631,22.0,Saison / Farmhouse / Grisette
12632,23.0,Stout - Imperial
12633,25.0,Brown Ale
12634,16.0,Stout - Milk / Sweet
12635,11.0,Gose
12636,13.0,Saison / Farmhouse / Grisette
12637,65.0,IPA - Red
12638,23.0,Stout - Imperial
12639,20.0,Flavored - Other
12640,12.0,Sour - Flanders Red / Bruin
12641,45.0,Saison / Farmhouse / Grisette
12642,32.0,ISA - Session IPA
12643,52.0,Kölsch / Kölsch-Style
12644,33.0,Bitter - Ordinary / Best
12645,27.0,Belgian Ale - Strong Pale
12646,18.0,Pale Lager - Intl / Premium
12647,23.0,Kölsch / Kölsch-Style
12648,50.0,IPA
12649,20.0,Brown Ale
12650,62.0,Pale Ale - American / APA
12651,22.0,Sour / Wild Beer
12652,28.0,Flavored - Other
12653,23.0,Saison / Farmhouse / Grisette
12654,50.0,IIPA - Imperial / Double IPA
12655,15.0,Sour / Wild Beer
12656,23.0,Saison / Farmhouse / Grisette
12657,28.0,Stout - Flavored
12658,72.0,ISA - Session IPA
12659,45.0,Saison / Farmhouse / Grisette
12660,119.0,BarleyWine / WheatWine / RyeWine
12661,40.0,Stout - Imperial
12662,20.0,Brown Ale
12663,94.0,IIPA - Imperial / Double IPA
12664,43.0,IPA
12665,21.0,Pilsener / Pils / Pilsner
12666,21.0,Saison / Farmhouse / Grisette
12667,28.0,Dubbel
12668,67.0,IIPA - Imperial / Double IPA
12669,12.0,Kölsch / Kölsch-Style
12670,18.0,Blonde Ale / Golden Ale
12671,10.0,Berliner Weisse
12672,15.0,Flavored - Other
12673,13.0,Wheat Ale
12674,28.0,Tripel
12675,40.0,IPA
12676,17.0,Red Ale / Intl Amber Ale
12677,38.0,IPA
12678,22.0,Brown Ale
12679,40.0,Stout - Imperial
12680,12.0,Porter
12681,28.0,Wheat Ale
12682,9.0,Sour / Wild Beer
12683,18.0,Amber Lager - Intl / Vienna
12684,11.0,Belgian Ale - Pale / Golden
12685,13.0,Witbier / Belgian White Ale
12686,40.0,IPA
12687,14.0,Schwarzbier / Black Lager
12688,13.0,Gose
12689,75.0,Pale Lager - India / Hoppy
12690,70.0,IPA
12691,45.0,Pale Ale - American / APA
12692,50.0,Porter
12693,25.0,Smoked - Rauchbier
12694,91.0,IPA
12695,38.0,Porter - Baltic
12696,30.0,Brown Ale
12697,47.0,Red Ale / Intl Amber Ale
12698,42.0,Pale Ale - American / APA
12699,17.0,Bock - Weizenbock
12700,29.0,Bock - Doppelbock
12701,25.0,Strong Ale - American
12702,20.0,Dark Lager - Dunkel / Tmavý
12703,27.0,Brown Ale
12704,35.0,Bock- Heller Bock / Maibock
12705,22.0,Helles / Dortmunder Export
12706,28.0,Pilsener / Pils / Pilsner
12707,25.0,Zwickelbier/Kellerbier/Landbier
12708,34.0,Zwickelbier/Kellerbier/Landbier
12709,25.0,Zwickelbier/Kellerbier/Landbier
12710,25.0,Amber Lager - Intl / Vienna
12711,31.0,Porter
12712,37.0,Pilsener / Pils / Pilsner
12713,75.0,Specialty Grain - Other
12714,38.0,Red Ale / Intl Amber Ale
12715,38.0,Red Ale / Intl Amber Ale
12716,45.0,Pilsener / Pils / Pilsner
12717,75.0,IPA
12718,35.0,Märzen / Oktoberfest Bier
12719,50.0,Stout - Extra / Foreign
12720,68.0,IPA
12721,36.0,Scotch Ale / Wee Heavy
12722,12.0,Weissbier - Hefeweizen
12723,20.0,Bock - Weizenbock
12724,100.0,IIPA - Imperial / Double IPA
12725,90.0,IIPA - Imperial / Double IPA
12726,70.0,IPA
12727,24.0,Traditional Ale - Other
12728,60.0,Stout
12729,43.0,Pale Ale - Rye
12730,38.0,California Common / Steam Beer
12731,42.0,BarleyWine / WheatWine / RyeWine
12732,14.0,Weissbier - Hefeweizen
12733,42.0,Porter - Baltic
12734,74.0,IPA
12735,111.0,IIPA - Imperial / Double IPA
12736,29.0,Bock - Doppelbock
12737,30.0,Schwarzbier / Black Lager
12738,12.0,Radler / Shandy
12739,18.0,Bock- Heller Bock / Maibock
12740,18.0,Porter
12741,65.0,ISA - Session IPA
12742,18.0,Sour / Wild Beer
12743,20.0,BarleyWine / WheatWine / RyeWine
12744,39.0,Stout - Milk / Sweet
12745,85.0,IIPA - Imperial / Double IPA
12746,70.0,IPA
12747,30.0,Belgian Ale - Strong Pale
12748,75.0,Saison / Farmhouse / Grisette
12749,31.0,Brown Ale
12750,53.0,IIPA - Imperial / Double IPA
12751,35.0,Porter - Flavored
12752,30.0,Flavored - Fruit
12753,50.0,Pale Lager - India / Hoppy
12754,5.0,Gose
12755,60.0,IPA
12756,45.0,Porter - Imperial
12757,58.0,Stout - Extra / Foreign
12758,58.0,Stout - Extra / Foreign
12759,23.0,Schwarzbier / Black Lager
12760,30.0,Red Ale / Intl Amber Ale
12761,49.0,Pale Ale - English
12762,35.0,Porter - Baltic
12763,24.0,Smoked - Rauchbier
12764,26.0,Saison / Farmhouse - Dark
12765,20.0,Witbier / Belgian White Ale
12766,25.0,Saison / Farmhouse / Grisette
12767,23.0,Saison / Farmhouse / Grisette
12768,32.0,Belgian Ale - Pale / Golden
12769,26.0,Mild Ale
12770,49.0,Bitter - Premium / Strong / ESB
12771,30.0,Flavored - Fruit
12772,59.0,IPA - Black/Brown/Cascadian Dark
12773,25.0,Porter
12774,72.0,IIPA - Imperial / Double IPA
12775,28.0,Blonde Ale / Golden Ale
12776,51.0,Pale Ale - English
12777,19.0,Cream Ale
12778,16.0,Witbier / Belgian White Ale
12779,34.0,Strong Ale - English
12780,21.0,Scottish Ale
12781,135.0,Scotch Ale / Wee Heavy
12782,55.0,IPA
12783,45.0,Pale Ale - English
12784,36.0,Stout - Extra / Foreign
12785,31.0,Bitter - Ordinary / Best
12786,27.0,Red Ale - Irish
12787,58.0,IPA
12788,51.0,IPA - Rye
12789,46.0,Stout - Dry
12790,38.0,Bitter - Premium / Strong / ESB
12791,24.0,Bitter - Ordinary / Best
12792,65.0,ISA - Session IPA
12793,60.0,IPA - White
12794,28.0,Stout
12795,48.0,Brown Ale
12796,20.0,Flavored - Other
12797,75.0,IPA - Black/Brown/Cascadian Dark
12798,56.0,Bitter - Premium / Strong / ESB
12799,15.0,Cream Ale
12800,21.0,Dubbel
12801,65.0,IPA
12802,32.0,Flavored - Other
12803,23.0,Cream Ale
12804,33.0,Smoked - Rauchbier
12805,15.0,Wheat Ale
12806,100.0,IIPA - Imperial / Double IPA
12807,60.0,IPA - Flavored
12808,58.0,Old Ale
12809,27.0,Stout - Milk / Sweet
12810,35.0,Pale Ale - American / APA
12811,43.0,Flavored - Fruit
12812,25.0,Sour / Wild Beer
12813,29.0,Flavored - Other
12814,40.0,Pale Ale - American / APA
12815,26.0,Smoked - Rauchbier
12816,40.0,Porter - Baltic
12817,22.0,Smoked - Rauchbier
12818,25.0,Red Ale - Irish
12819,41.0,Stout - Dry
12820,22.0,Scotch Ale / Wee Heavy
12821,6.0,Flavored - Other
12822,15.0,Flavored - Other
12823,87.0,IPA
12824,60.0,Pale Ale - American / APA
12825,30.0,Porter
12826,72.0,IPA
12827,35.0,Pale Ale - American / APA
12828,56.0,Stout
12829,42.0,Scottish Ale
12830,45.0,Pale Ale - English
12831,100.0,IIPA - Imperial / Double IPA
12832,45.0,Red Ale / Intl Amber Ale
12833,50.0,Flavored - Other
12834,90.0,IIPA - Imperial / Double IPA
12835,75.0,BarleyWine / WheatWine / RyeWine
12836,31.0,Bière de Garde / de Mars
12837,20.0,Flavored - Other
12838,50.0,IPA
12839,25.0,Red Ale - Irish
12840,20.0,Kölsch / Kölsch-Style
12841,20.0,Kölsch / Kölsch-Style
12842,50.0,Flavored - Fruit
12843,70.0,IPA
12844,40.0,Stout - Dry
12845,20.0,Specialty Grain-Rye/Roggenbier
12846,10.0,Gose
12847,100.0,IIPA - Imperial / Double IPA
12848,39.0,Specialty Grain - Other
12849,25.0,Belgian Ale - Pale / Golden
12850,100.0,IIPA - Imperial / Double IPA
12851,90.0,IPA
12852,36.0,Porter
12853,6.0,IPA
12854,100.0,Strong Ale - American
12855,19.0,Belgian Ale - Pale / Golden
12856,29.0,Sour / Wild Beer
12857,13.0,Flavored - Fruit
12858,27.0,Belgian Ale - Strong Pale
12859,28.0,Saison / Farmhouse / Grisette
12860,49.0,IPA
12861,47.0,BarleyWine / WheatWine / RyeWine
12862,64.0,IPA
12863,15.0,Sour - Flanders Red / Bruin
12864,55.0,Wheat Ale
12865,30.0,Sour / Wild Beer
12866,26.0,Saison / Farmhouse - Dark
12867,15.0,Strong Ale - American
12868,25.0,Stout - Milk / Sweet
12869,7.0,Berliner Weisse
12870,18.0,Cream Ale
12871,50.0,IPA
12872,40.0,Scotch Ale / Wee Heavy
12873,48.0,IPA - Black/Brown/Cascadian Dark
12874,28.0,Saison / Farmhouse / Grisette
12875,60.0,IPA
12876,30.0,Porter
12877,100.0,Stout - Imperial
12878,47.0,BarleyWine / WheatWine / RyeWine
12879,30.0,Specialty Grain - Other
12880,30.0,Porter
12881,35.0,Pale Ale - American / APA
12882,47.0,Pale Ale - American / APA
12883,25.0,Sour - Flanders Red / Bruin
12884,26.0,Saison / Farmhouse / Grisette
12885,36.0,California Common / Steam Beer
12886,22.0,Red Ale - Irish
12887,25.0,Schwarzbier / Black Lager
12888,38.0,Red Ale / Intl Amber Ale
12889,21.0,Red Ale / Intl Amber Ale
12890,38.0,Porter - Baltic
12891,25.0,Blonde Ale / Golden Ale
12892,18.0,Witbier / Belgian White Ale
12893,30.0,Flavored - Fruit
12894,21.0,Porter
12895,19.0,Märzen / Oktoberfest Bier
12896,22.0,Stout - Imperial
12897,46.0,IIPA - Imperial / Double IPA
12898,26.0,Belgian Ale - Strong Pale
12899,30.0,Flavored - Other
12900,34.0,Pale Ale - American / APA
12901,18.0,Flavored - Fruit
12902,18.0,Dark Lager - Dunkel / Tmavý
12903,25.0,Sour / Wild Beer
12904,27.0,Stout - Milk / Sweet
12905,35.0,Bitter - Ordinary / Best
12906,25.0,Red Ale / Intl Amber Ale
12907,120.0,IIPA - Imperial / Double IPA
12908,50.0,Pale Ale - American / APA
12909,43.0,Stout - Imperial
12910,85.0,IPA
12911,60.0,IPA - White
12912,30.0,Red Ale / Intl Amber Ale
12913,31.0,Red Ale / Intl Amber Ale
12914,45.0,Belgian Ale - Pale / Golden
12915,20.0,Stout - Milk / Sweet
12916,30.0,Flavored - Fruit
12917,11.0,Stout - Imperial
12918,53.0,Brown Ale
12919,17.0,Sour - Flanders Red / Bruin
12920,26.0,Flavored - Fruit
12921,58.0,Red Ale / Intl Amber Ale
12922,58.0,IPA
12923,60.0,Stout - Imperial
12924,60.0,Stout - Imperial
12925,14.0,Wheat Ale
12926,60.0,IPA
12927,38.0,Red Ale / Intl Amber Ale
12928,17.0,Quadrupel / Abt
12929,26.0,Dubbel
12930,29.0,Brown Ale
12931,8.0,Berliner Weisse
12932,23.0,Porter
12933,72.0,IPA - Rye
12934,90.0,IPA
12935,27.0,Blonde Ale / Golden Ale
12936,24.0,Pale Ale - English
12937,42.0,Stout - Extra / Foreign
12938,42.0,Porter - Baltic
12939,10.0,Weissbier - Hefeweizen
12940,13.0,Saison / Farmhouse / Grisette
12941,85.0,IPA - Rye
12942,24.0,Kölsch / Kölsch-Style
12943,20.0,Stout - Milk / Sweet
12944,10.0,Flavored - Fruit
12945,33.0,Old Ale
12946,24.0,Saison / Farmhouse / Grisette
12947,30.0,Quadrupel / Abt
12948,8.0,Berliner Weisse
12949,133.0,IIPA - Imperial / Double IPA
12950,28.0,Brown Ale
12951,14.0,Wheat Ale
12952,40.0,Pale Ale - American / APA
12953,70.0,ISA - Session IPA
12954,52.0,BarleyWine / WheatWine / RyeWine
12955,78.0,IPA
12956,48.0,Porter
12957,23.0,Belgian Ale - Pale / Golden
12958,30.0,Specialty Grain - Other
12959,63.0,Brown Ale
12960,25.0,Flavored - Other
12961,70.0,IPA
12962,78.0,IPA
12963,30.0,Wheat Ale
12964,47.0,Pale Ale - American / APA
12965,56.0,Flavored - Other
12966,111.0,Specialty Grain - Other
12967,43.0,Pilsener / Pils / Pilsner
12968,26.0,Brown Ale
12969,22.0,Flavored - Fruit
12970,23.0,Red Ale - Irish
12971,24.0,Pale Ale - American / APA
12972,40.0,Red Ale / Intl Amber Ale
12973,20.0,Saison/Farmhouse - Flavored
12974,20.0,Flavored - Other
12975,21.0,Stout - Oatmeal
12976,20.0,Saison / Farmhouse / Grisette
12977,10.0,Saison / Farmhouse / Grisette
12978,15.0,Wheat Ale
12979,32.0,Pale Ale - Australia / NZ
12980,21.0,Saison / Farmhouse / Grisette
12981,71.0,IPA
12982,21.0,Stout - Oatmeal
12983,18.0,Helles / Dortmunder Export
12984,55.0,IPA - Belgian
12985,25.0,Stout - Oatmeal
12986,20.0,Brown Ale
12987,55.0,Belgian Ale - Pale / Golden
12988,13.0,Wheat Ale
12989,19.0,IPA
12990,45.0,Altbier / Sticke Alt
12991,22.0,Pilsener / Pils / Pilsner
12992,64.0,Pale Lager - Intl / Premium
12993,30.0,Red Ale / Intl Amber Ale
12994,33.0,Pilsener / Pils / Pilsner
12995,36.0,Amber Lager - Intl / Vienna
12996,8.0,Flavored - Fruit
12997,28.0,Schwarzbier / Black Lager
12998,36.0,Pale Lager - Intl / Premium
12999,22.0,Helles / Dortmunder Export
13000,48.0,Pilsener / Pils / Pilsner
13001,16.0,Weissbier - Hefeweizen
13002,23.0,Flavored - Other
13003,25.0,Helles / Dortmunder Export
13004,35.0,Amber Lager - Intl / Vienna
13005,46.0,Pilsener / Pils / Pilsner
13006,18.0,Helles / Dortmunder Export
13007,30.0,Bock- Heller Bock / Maibock
13008,50.0,Red Ale / Intl Amber Ale
13009,24.0,Helles / Dortmunder Export
13010,43.0,Specialty Grain - Other
13011,18.0,Pilsener / Pils / Pilsner
13012,22.0,Kölsch / Kölsch-Style
13013,43.0,Pale Lager - Intl / Premium
13014,28.0,Helles / Dortmunder Export
13015,28.0,Specialty Grain - Other
13016,29.0,Märzen / Oktoberfest Bier
13017,35.0,Schwarzbier / Black Lager
13018,47.0,Witbier / Belgian White Ale
13019,25.0,Flavored - Other
13020,37.0,Stout
13021,39.0,Saison / Farmhouse / Grisette
13022,23.0,Red Ale / Intl Amber Ale
13023,14.0,Cream Ale
13024,39.0,Strong Ale - English
13025,65.0,IPA
13026,28.0,Strong Ale - English
13027,33.0,Pilsener - Czech / Svetlý
13028,23.0,Pale Ale - American / APA
13029,16.0,Weissbier - Hefeweizen
13030,22.0,Blonde Ale / Golden Ale
13031,33.0,Porter
13032,20.0,Pilsener / Pils / Pilsner
13033,38.0,Porter - Smoked
13034,16.0,Red Ale / Intl Amber Ale
13035,62.0,IPA
13036,18.0,Witbier / Belgian White Ale
13037,18.0,Witbier / Belgian White Ale
13038,10.0,Stout - Milk / Sweet
13039,49.0,Pale Ale - American / APA
13040,18.0,Quadrupel / Abt
13041,24.0,Scottish Ale
13042,75.0,IPA
13043,10.0,Stout - Milk / Sweet
13044,19.0,Porter - Flavored
